ApprovalFY,DisbursementGross_num,State,UrbanRural_f,SBA_Portion,NAICS_sector,NoEmp,SBA_Appv_num,Bank,PaidInFull
2006,35000.0,CA,Urban,0.85,71,50,29750.0,BANK OF THE SIERRA,0
2006,275000.0,MD,Urban,0.75,81,1,206250.0,ACCESS NATIONAL BANK,1
2010,134600.0,CA,Urban,0.9,61,19,132930.0,COMMUNITY SOUTH BANK,1
2006,52000.0,WI,Urban,0.5,72,12,32500.0,ASSOCIATED BANK NATL ASSOC,1
2007,21546.0,OH,Urban,0.5,23,2,10000.0,U.S. BANK NATIONAL ASSOCIATION,0
2007,35000.0,NJ,Urban,0.5,54,1,17500.0,CAPITAL ONE NATL ASSOC,1
2006,88314.0,SD,Rural,0.5,72,2,12500.0,WELLS FARGO BANK NATL ASSOC,1
2003,97873.0,RI,Urban,0.5,54,1,15000.0,CITIZENS BANK NATL ASSOC,1
2009,46000.0,WI,Urban,0.5,23,0,23000.0,ASSOCIATED BANK NATL ASSOC,1
2000,10000.0,TX,Urban,0.5,32,15,5000.0,BANCO POPULAR NORTH AMERICA,1
2007,750752.0,TX,Urban,0.5,81,20,175000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2003,50000.0,VA,Rural,0.5,54,7,25000.0,BANK OF AMERICA NATL ASSOC,1
2002,100000.0,MO,Urban,0.85,72,22,85000.0,METCALF BANK,1
2003,200000.0,VA,Rural,0.75,72,12,150000.0,CITIZENS AND FARMERS BANK,1
2007,15000.0,GA,Urban,0.85,52,2,12750.0,BBCN BANK,0
2009,20000.0,TN,Rural,0.85,23,2,17000.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2005,110213.0,CA,Urban,0.5,54,1,17500.0,WELLS FARGO BANK NATL ASSOC,1
2008,24620.0,AZ,Urban,0.5,56,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2008,80000.0,CT,Urban,0.5,62,1,40000.0,"TD BANK, NATIONAL ASSOCIATION",1
2006,128000.0,IL,Urban,0.5,72,32,64000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,40000.0,NY,Urban,0.5,44,2,20000.0,BANCO POPULAR NORTH AMERICA,0
2006,660000.0,IL,Urban,0.5,54,13,50000.0,SOUTH CENT. BANK NATL ASSOC,1
2004,76361.0,CO,Urban,0.5,48,1,25000.0,U.S. BANK NATIONAL ASSOCIATION,0
2004,15000.0,CO,Urban,0.5,23,2,7500.0,WELLS FARGO BANK NATL ASSOC,1
2000,100000.0,NY,Urban,0.5,23,13,50000.0,BANK OF AMERICA NATL ASSOC,1
2002,149939.0,CA,Urban,0.5,42,5,50000.0,CALIFORNIA BANK & TRUST,0
2006,54619.0,WA,Urban,0.5,81,3,12500.0,WELLS FARGO BANK NATL ASSOC,1
2001,150000.0,PA,Urban,0.85,81,3,127500.0,NATIONAL PENN BANK,1
2009,12500.0,CA,Urban,0.85,54,3,10625.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2008,20000.0,NJ,Urban,0.85,42,7,17000.0,BBCN BANK,0
2002,10500.0,PA,Urban,0.5,61,1,5250.0,"PNC BANK, NATIONAL ASSOCIATION",1
2002,200000.0,WV,Rural,0.75,62,4,150000.0,"BUSINESS LOAN CENTER, LLC",0
2007,153564.0,NY,Urban,0.5,44,12,50000.0,BANK OF AMERICA NATL ASSOC,0
2005,445000.0,CT,Urban,0.75,44,1,333750.0,"PNC BANK, NATIONAL ASSOCIATION",1
2004,187292.0,PA,Urban,0.5,23,4,35000.0,CITIZENS BANK NATL ASSOC,0
2004,510000.0,OH,Urban,0.75,23,30,382500.0,"WESBANCO BANK, INC.",1
2008,52250.0,AZ,Urban,0.5,54,1,17500.0,BANK OF AMERICA NATL ASSOC,0
2007,50000.0,FL,Urban,0.5,48,3,25000.0,CAPITAL ONE NATL ASSOC,1
2007,26031.0,AZ,Urban,0.5,45,3,5000.0,MOUNTAIN AMERICA FCU,0
2006,750000.0,PA,Rural,0.9,33,22,675000.0,FARMERS NATL BK OF EMLENTON,1
2007,50000.0,GA,Urban,0.85,54,2,42500.0,UMPQUA BANK,0
2003,150000.0,TX,Urban,0.75,72,110,112500.0,LONE STAR NATIONAL BANK,0
2002,35000.0,CO,Urban,0.5,21,6,17500.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,10000.0,MI,Urban,0.5,42,1,5000.0,CITIZENS BANK NATL ASSOC,1
2000,244000.0,TN,Urban,1.0,81,8,244000.0,SOUTH CENT. TENNESSEE BUS. DEV,1
2005,14103.0,TX,Urban,0.5,44,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2002,184000.0,TX,Urban,0.75,45,1,138000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2002,78800.0,MO,Rural,0.85,33,1,66980.0,SECURITY BK OF PULASKI CNTY,0
2007,107500.0,FL,Urban,0.5,54,3,17500.0,BANK OF AMERICA NATL ASSOC,1
2004,199000.0,CA,Urban,1.0,56,8,199000.0,CDC SMALL BUS. FINAN CORP,1
2002,17928.0,NC,Urban,0.5,54,8,8500.0,BANK OF AMERICA NATL ASSOC,1
2007,10000.0,UT,Urban,0.5,56,2,5000.0,ZIONS FIRST NATIONAL BANK,1
2007,685100.0,MO,Urban,0.75,81,14,513825.0,COMMERCE BANK,1
2003,34911.0,FL,Rural,0.5,61,3,12500.0,BANK OF AMERICA NATL ASSOC,1
2003,1084467.0,MT,Urban,0.75,23,13,150000.0,YELLOWSTONE BANK,1
2007,295000.0,VT,Urban,0.75,44,5,221250.0,PEOPLE'S UNITED BANK,0
2007,25000.0,NC,Urban,0.85,44,1,21250.0,"BUSINESS LOAN CENTER, LLC",0
2009,250000.0,NY,Urban,0.9,44,6,225000.0,NOAH BANK,0
2007,42860.0,TX,Urban,0.5,45,1,12500.0,BANCO POPULAR NORTH AMERICA,0
2010,316000.0,IA,Urban,0.75,72,34,237000.0,GREAT WESTERN BANK,1
2009,35140.0,OH,Rural,0.5,54,1,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,35000.0,NY,Urban,0.85,61,3,29750.0,BBCN BANK,0
2010,375000.0,NM,Urban,0.9,81,5,337500.0,WELLS FARGO BANK NATL ASSOC,1
2007,24500.0,NJ,Urban,0.5,62,4,7500.0,BANK OF AMERICA NATL ASSOC,1
2007,72311.0,IL,Rural,0.5,42,9,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2009,114743.0,MA,Urban,0.5,54,5,50000.0,EASTERN BANK,1
2005,103000.0,GA,Urban,0.5,54,6,40000.0,BANK OF AMERICA NATL ASSOC,1
2002,50000.0,SC,Urban,0.5,32,18,25000.0,BANK OF AMERICA NATL ASSOC,1
2006,135000.0,CA,Urban,0.5,44,3,67500.0,WILSHIRE BANK,1
2002,310100.0,MA,Urban,0.5,32,3,122500.0,CITIZENS BANK NATL ASSOC,1
2007,24003.0,IN,Rural,0.5,23,1,5000.0,NORTH SALEM STATE BANK,0
2005,20000.0,PA,Urban,0.5,42,2,40000.0,CITIZENS BANK NATL ASSOC,1
2003,53000.0,IN,Urban,0.5,56,3,12500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2004,275000.0,WA,Urban,1.0,81,3,276000.0,NORTHWEST BUS. DEVEL ASSOC,1
2005,30000.0,MI,Urban,0.5,62,4,15000.0,CITIZENS BANK NATL ASSOC,1
2003,5000.0,PA,Urban,0.85,42,2,4250.0,CITIZENS BANK NATL ASSOC,1
2007,15000.0,LA,Urban,0.5,56,0,7500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2003,50000.0,NM,Urban,0.5,44,7,25000.0,BANK OF AMERICA NATL ASSOC,1
2005,36500.0,MS,Rural,0.85,11,2,31025.0,FIRST FINANCIAL BANK,1
2002,804000.0,CA,Urban,1.0,42,30,804000.0,"CAPITAL ACCESS GROUP, INC.",1
2005,9970.0,CA,Urban,0.5,48,1,2500.0,MUFG UNION BANK NATL ASSOC,1
2007,35000.0,CA,Urban,0.5,54,2,17500.0,BANK OF AMERICA NATL ASSOC,0
2003,25000.0,CA,Urban,0.85,33,12,21250.0,BANK OF THE SIERRA,1
2006,42000.0,AR,Rural,0.85,44,2,35700.0,MERCHANTS & FARMERS BANK,1
2007,25000.0,NJ,Urban,0.5,45,2,12500.0,"PNC BANK, NATIONAL ASSOCIATION",0
2002,491589.0,CA,Urban,0.5,42,7,125000.0,WELLS FARGO BANK NATL ASSOC,1
2002,480000.0,MN,Urban,0.75,72,45,360000.0,VENTURE BANK,1
2003,5000.0,PA,Urban,0.5,44,1,2500.0,CITIZENS BANK NATL ASSOC,1
2003,8268.0,PA,Urban,0.5,45,5,2500.0,CITIZENS BANK NATL ASSOC,1
2009,20200.0,MS,Rural,0.9,23,2,18180.0,TRUSTMARK NATIONAL BANK,1
2006,50824.0,FL,Rural,0.5,23,6,12500.0,COMPASS BANK,0
2005,314250.0,NH,Urban,0.5,42,3,75000.0,"TD BANK, NATIONAL ASSOCIATION",1
2007,400000.0,RI,Urban,0.75,31,25,300000.0,SANTANDER BANK NATL ASSOC,1
2006,86521.0,AZ,Urban,0.5,54,6,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2004,184038.0,IL,Urban,0.5,54,1,50000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,25010.0,NJ,Urban,0.5,81,0,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2004,75000.0,MI,Urban,0.85,72,10,63750.0,TALMER BANK AND TRUST,1
2007,148112.0,NY,Rural,0.5,44,4,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,50678.0,CO,Urban,0.5,81,2,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,71212.0,MI,Urban,0.5,81,3,7500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2010,22547.0,KY,Rural,1.0,62,6,22547.0,WILSON & MUIR BK & TR CO,1
2008,25000.0,PA,Urban,0.5,72,28,12500.0,SANTANDER BANK NATL ASSOC,1
2010,5000.0,AR,Urban,0.85,45,2,4250.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2005,1000000.0,MD,Rural,0.75,23,64,750000.0,SANDY SPRING BANK,0
2006,130400.0,ND,Rural,0.85,72,20,110840.0,DACOTAH BANK,1
2009,12500.0,NY,Urban,0.9,54,15,11250.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2006,58738.0,FL,Urban,0.5,54,2,15000.0,"BANKUNITED, FSB",1
2005,13009.0,NJ,Urban,0.5,54,1,5000.0,CAPITAL ONE NATL ASSOC,1
2006,35000.0,CA,Urban,0.5,54,6,17500.0,CAPITAL ONE NATL ASSOC,1
2005,5000.0,IL,Urban,0.5,54,3,2500.0,CITIZENS BANK NATL ASSOC,1
2004,50000.0,TX,Urban,0.5,62,1,25000.0,"BANK OF TEXAS, A DIVISION OF",1
2007,24000.0,MA,Urban,0.5,45,14,12000.0,CITIZENS BANK NATL ASSOC,1
2005,50000.0,PA,Urban,0.5,44,3,25000.0,MANUFACTURERS & TRADERS TR CO,1
2007,33131.0,OH,Urban,0.5,56,5,12500.0,THE HUNTINGTON NATIONAL BANK,1
2004,314000.0,KY,Urban,1.0,72,22,314000.0,COMMONWEALTH SMALL BUS. DEVEL,1
2006,500000.0,TX,Urban,0.9,42,2,450000.0,UNITED CENTRAL BANK,1
2008,29052.0,MN,Rural,0.5,81,3,7500.0,U.S. BANK NATIONAL ASSOCIATION,0
2005,61000.0,KY,Urban,0.5,62,2,25000.0,FIFTH THIRD BANK,1
2004,352000.0,UT,Rural,1.0,81,1,352000.0,MOUNTAIN W. SMALL BUS. FINAN,1
2004,188000.0,WI,Urban,0.75,62,1,141000.0,BMO HARRIS BK NATL ASSOC,1
2004,19800.0,FL,Urban,0.5,33,3,10000.0,BANK OF AMERICA NATL ASSOC,0
2004,156924.0,PA,Urban,0.5,44,1,30000.0,CITIZENS BANK NATL ASSOC,1
2006,688000.0,LA,Rural,0.75,42,14,516000.0,CITIZENS BK & TR CO OF VIVIAN,1
2001,65000.0,FL,Urban,0.5,33,1,30000.0,BUSEY BANK,1
2007,15000.0,AR,Urban,0.5,49,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2003,10000.0,NH,Urban,0.5,56,1,5000.0,CITIZENS BANK NATL ASSOC,1
2003,669000.0,CA,Urban,1.0,23,64,669000.0,CDC SMALL BUS. FINAN CORP,1
2003,560173.0,NY,Urban,0.5,72,5,125000.0,"COMMERCE BANK, A DIVISION OF",1
2007,94276.0,CO,Urban,0.5,23,1,22500.0,U.S. BANK NATIONAL ASSOCIATION,0
2006,63000.0,AR,Urban,0.85,45,2,53550.0,CENTENNIAL BANK,1
2007,40750.0,UT,Rural,0.5,44,1,20000.0,WELLS FARGO BANK NATL ASSOC,1
2008,25000.0,TX,Urban,0.85,44,3,21250.0,BBCN BANK,0
2010,49833.0,UT,Urban,0.5,62,2,12500.0,MOUNTAIN AMERICA FCU,1
2009,91000.0,HI,Rural,0.5,44,4,25000.0,"AMERICAN SAVINGS BANK, FSB",0
2001,361000.0,TN,Urban,1.0,81,12,361000.0,MID-CUMBERLAND AREA DEVEL CORP,1
2007,114708.0,MN,Urban,0.5,54,1,20000.0,WELLS FARGO BANK NATL ASSOC,1
2009,52469.0,CO,Urban,0.5,23,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,44761.0,NE,Rural,0.5,72,12,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,90000.0,CA,Urban,0.5,42,10,45000.0,BANK OF AMERICA NATL ASSOC,0
2007,48453.0,AZ,Urban,0.5,23,3,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2000,473000.0,UT,Rural,1.0,56,22,546000.0,MOUNTAIN W. SMALL BUS. FINAN,1
2006,63590.0,CA,Rural,0.5,52,1,15000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2002,105000.0,MD,Rural,0.85,54,8,89250.0,WOODSBORO BANK,1
2008,25000.0,LA,Urban,0.5,54,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,25000.0,IL,Urban,0.5,54,1,12500.0,CAPITAL ONE NATL ASSOC,0
2003,250000.0,WA,Urban,0.5,45,15,125000.0,U.S. BANK NATIONAL ASSOCIATION,1
2003,10000.0,FL,Urban,0.5,56,2,5000.0,BANK OF AMERICA NATL ASSOC,0
2001,10000.0,GA,Urban,0.5,81,5,5000.0,BANK OF AMERICA NATL ASSOC,1
2001,473000.0,TX,Urban,1.0,32,39,561000.0,ALLIANCE LENDING CORPORATION,1
2008,18946.0,CA,Urban,0.5,81,5,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,50000.0,CT,Urban,0.5,51,0,25000.0,SANTANDER BANK NATL ASSOC,1
2002,42062.0,MA,Urban,0.5,54,1,17500.0,CITIZENS BANK NATL ASSOC,1
2003,25000.0,CA,Urban,0.5,71,7,12500.0,"CITIBANK, N.A.",1
2003,15391.0,IL,Urban,0.5,33,2,7500.0,WELLS FARGO BANK NATL ASSOC,1
2006,460200.0,IL,Urban,0.75,31,75,345150.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,273300.0,CA,Urban,0.75,72,1,204975.0,WELLS FARGO BANK NATL ASSOC,0
2002,325300.0,IA,Urban,0.75,62,58,243975.0,COMMUNITY ST. BANK NATL ASSOC,1
2002,707000.0,WI,Urban,1.0,31,1,707000.0,WISCONSIN BUS. DEVEL FINAN COR,1
2005,860000.0,NY,Urban,0.75,44,3,645000.0,1ST CONSTITUTION BANK,1
2001,55529.0,CT,Urban,0.5,51,1,12500.0,CITIZENS BANK NATL ASSOC,0
2005,7500.0,VT,Urban,0.5,32,1,3750.0,CITIZENS BANK NATL ASSOC,1
2005,12908.0,NC,Urban,0.5,81,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,15705.0,NJ,Urban,0.5,51,2,5000.0,BANK OF AMERICA NATL ASSOC,0
2006,187000.0,AR,Rural,0.75,72,24,140250.0,SOUTHERN BANCORP BANK,0
2008,53380.0,OH,Rural,0.5,54,0,12500.0,THE HUNTINGTON NATIONAL BANK,0
2001,700000.0,TX,Urban,0.75,44,60,525000.0,FROST BANK,0
2006,50000.0,MI,Urban,0.5,72,3,25000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,32500.0,WA,Urban,0.5,54,3,7500.0,BANK OF AMERICA NATL ASSOC,1
2005,12970.0,CA,Urban,0.5,53,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,900000.0,IN,Urban,0.75,81,14,675000.0,KEYBANK NATIONAL ASSOCIATION,1
2005,127400.0,OR,Rural,0.85,21,2,108290.0,PANHANDLE STATE BANK,0
2006,22000.0,OH,Rural,0.5,44,2,7500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2008,48000.0,OR,Urban,0.5,54,2,24000.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,20066.0,CT,Rural,0.5,23,7,12500.0,BANK OF AMERICA NATL ASSOC,1
2004,102000.0,NE,Urban,0.85,45,3,86700.0,NORTHWEST BANK,1
2005,51106.0,NV,Urban,0.5,23,2,8500.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,50000.0,KY,Urban,0.5,56,1,25000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2000,59270.0,CA,Urban,0.5,23,5,17500.0,"CITIBANK, N.A.",1
2007,30000.0,NJ,Urban,0.5,62,3,15000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,139441.0,IN,Urban,0.5,44,5,50000.0,CITIZENS BANK NATL ASSOC,1
2008,59500.0,FL,Urban,0.5,81,16,17500.0,BANK OF AMERICA NATL ASSOC,0
2008,119993.0,IL,Urban,0.5,42,8,30000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2003,50000.0,NY,Urban,0.5,53,15,25000.0,FIRST NIAGARA BANK NATL ASSOC,1
2009,140000.0,OR,Urban,0.5,54,4,50000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2006,19000.0,OH,Urban,0.5,54,2,17500.0,CITIZENS BANK NATL ASSOC,1
2006,18386.0,CA,Urban,0.5,81,2,5000.0,BANK OF AMERICA NATL ASSOC,1
2007,93904.0,CA,Rural,0.5,23,5,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2004,10000.0,RI,Urban,0.5,71,2,5000.0,CITIZENS BANK NATL ASSOC,1
2007,135086.0,CO,Urban,0.5,23,1,25000.0,CAPITAL ONE NATL ASSOC,0
2003,66629.0,PA,Rural,0.5,54,3,17500.0,CITIZENS BANK NATL ASSOC,1
2009,18000.0,WI,Urban,0.5,71,3,9000.0,BMO HARRIS BK NATL ASSOC,1
2006,37183.0,UT,Urban,0.5,48,2,12500.0,MOUNTAIN AMERICA FCU,0
2010,753000.0,GA,Urban,0.9,23,77,677700.0,FIRST CHATHAM BANK,1
2003,225000.0,NY,Urban,0.75,45,4,168750.0,MANUFACTURERS & TRADERS TR CO,1
2001,4300.0,CA,Urban,0.5,81,2,17500.0,BANK OF AMERICA NATL ASSOC,1
2007,5000.0,CA,Urban,0.85,33,0,4250.0,INNOVATIVE BANK,1
2004,55369.0,NY,Urban,0.5,72,10,25000.0,JPMORGAN CHASE BANK NATL ASSOC,1
1999,196000.0,UT,Urban,0.75,72,11,147000.0,BANK OF UTAH,1
2001,425000.0,FL,Rural,0.75,71,1,318750.0,CENTERSTATE BK OF FLORIDA NATL,1
2006,39990.0,CO,Urban,0.5,23,2,12500.0,COMPASS BANK,0
2005,71515.0,PA,Urban,0.5,54,5,25000.0,SANTANDER BANK NATL ASSOC,1
2001,190000.0,TN,Urban,0.75,81,4,142500.0,SOUTH STATE BANK,1
2000,50000.0,NH,Urban,0.5,23,4,25000.0,"OCEAN BANK, A DIVISION OF",1
2000,130000.0,GA,Rural,1.0,44,2,130000.0,CSRA LOCAL DEVEL CORP,1
2005,190143.0,OH,Urban,0.5,53,2,50000.0,CENTERBANK,0
2004,322000.0,TX,Urban,0.75,21,5,241500.0,SECURITY BANK,1
2007,50000.0,TX,Urban,0.85,53,1,42500.0,BBCN BANK,0
2005,35000.0,MO,Urban,0.5,44,1,17500.0,CAPITAL ONE NATL ASSOC,1
2004,10000.0,MD,Urban,0.5,45,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2003,50000.0,CA,Urban,0.5,54,20,25000.0,BANK OF AMERICA NATL ASSOC,1
2007,74183.0,IL,Urban,0.5,71,2,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,100000.0,NY,Urban,0.5,42,3,50000.0,BANK OF AMERICA NATL ASSOC,0
2005,50000.0,TX,Rural,0.5,61,3,25000.0,CAPITAL ONE NATL ASSOC,1
2006,50000.0,NJ,Urban,0.5,56,6,25000.0,"TD BANK, NATIONAL ASSOCIATION",1
2005,50000.0,VA,Urban,0.5,81,8,25000.0,CAPITAL ONE NATL ASSOC,0
2010,35119.0,NH,Urban,0.5,56,3,9000.0,CITIZENS BANK NATL ASSOC,0
2009,30000.0,NH,Urban,0.5,33,4,15000.0,CITIZENS BANK NATL ASSOC,1
2008,15000.0,NM,Urban,0.85,54,1,12750.0,BBCN BANK,0
2004,103143.0,NH,Urban,0.5,23,14,35000.0,CITIZENS BANK NATL ASSOC,0
2005,43638.0,CO,Urban,0.5,23,4,15000.0,WELLS FARGO BANK NATL ASSOC,0
1999,163000.0,UT,Rural,1.0,62,1,163000.0,UTAH CERT. DEVEL CO,1
2008,265000.0,MD,Urban,0.5,23,8,100000.0,MANUFACTURERS & TRADERS TR CO,1
1999,306000.0,KS,Rural,1.0,42,1,306000.0,"MO-KAN DEVELOPMENT, INC.",1
2007,41709.0,TN,Urban,0.5,31,1,12500.0,BANCO POPULAR NORTH AMERICA,0
2004,357000.0,CA,Urban,1.0,72,3,357000.0,BAY AREA EMPLOYMENT DEVEL CO,1
2006,110000.0,VA,Rural,0.5,32,13,25000.0,UNION FIRST MARKET BANK,1
2002,50000.0,IN,Urban,0.85,33,2,42500.0,"M&I, A BRANCH OF",0
2007,108809.0,MN,Urban,0.5,23,4,20000.0,U.S. BANK NATIONAL ASSOCIATION,1
2001,206000.0,GA,Urban,0.75,42,2,154500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,23800.0,OH,Urban,0.5,48,0,11900.0,THE HUNTINGTON NATIONAL BANK,1
2005,50000.0,NC,Urban,0.5,72,3,25000.0,CAPITAL ONE NATL ASSOC,1
2006,35000.0,CA,Urban,0.5,23,4,17500.0,BANK OF AMERICA NATL ASSOC,0
2006,49579.0,MI,Urban,0.5,81,1,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,200000.0,NY,Rural,0.5,32,9,100000.0,FIRST NIAGARA BANK NATL ASSOC,1
2005,75000.0,GA,Urban,0.5,45,18,37500.0,CAPITAL ONE NATL ASSOC,1
2006,60481.0,CA,Urban,0.5,61,1,7500.0,WELLS FARGO BANK NATL ASSOC,1
2005,256500.0,IN,Urban,0.75,54,7,192375.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,25000.0,CT,Urban,0.5,45,1,12500.0,BANCO POPULAR NORTH AMERICA,0
2008,175034.0,OR,Urban,0.5,54,1,70000.0,WELLS FARGO BANK NATL ASSOC,1
2000,25000.0,NJ,Urban,0.5,23,8,12500.0,"COMMERCE BANK, A DIVISION OF",1
2010,55900.0,PA,Urban,0.5,33,1,27950.0,THE HUNTINGTON NATIONAL BANK,1
2005,30010.0,CA,Urban,0.5,51,2,5000.0,U.S. BANK NATIONAL ASSOCIATION,1
2003,275000.0,CT,Urban,0.75,32,38,206250.0,WINDSOR FED. S & L ASSOC,1
2006,25000.0,MI,Urban,0.5,81,4,12500.0,CITIZENS BANK NATL ASSOC,1
2006,52500.0,MD,Urban,0.5,44,7,17500.0,BANK OF AMERICA NATL ASSOC,0
2006,95000.0,SD,Rural,0.85,23,4,80750.0,CORTRUST BK NATL ASSOC,1
2009,183354.0,MI,Urban,0.5,81,2,40000.0,CHRISTIAN FINANCIAL CU,1
2007,46586.0,NJ,Urban,0.5,81,20,6000.0,BNB HANA BANK NATL ASSOC,1
2005,50000.0,VA,Urban,0.5,23,1,25000.0,CAPITAL ONE NATL ASSOC,1
2005,50000.0,CA,Urban,0.5,31,14,25000.0,CAPITAL ONE NATL ASSOC,1
2001,168000.0,CA,Urban,0.75,44,2,126000.0,CENTRAL VALLEY COMMUNITY BANK,1
2006,350000.0,AL,Rural,0.75,72,7,262500.0,COMPASS BANK,1
2005,18000.0,MA,Urban,0.5,72,2,9000.0,SANTANDER BANK NATL ASSOC,0
2003,254000.0,CA,Urban,1.0,62,2,254000.0,ADVANTAGE CERT. DEVEL CORP,1
2003,108096.0,PA,Urban,0.5,54,5,25000.0,CITIZENS BANK NATL ASSOC,1
1998,60000.0,WA,Urban,0.8,42,1,48000.0,BANK OF AMERICA CALIFORNIA N.A,1
2006,10000.0,TX,Urban,0.5,23,42,5000.0,COMPASS BANK,1
2006,92076.0,OH,Urban,0.5,54,3,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2010,19200.0,MS,Rural,0.9,11,2,17280.0,FIRST FINANCIAL BANK,1
2006,123924.0,CA,Urban,0.5,23,8,25000.0,MUFG UNION BANK NATL ASSOC,1
2006,25500.0,SC,Urban,0.5,23,1,9000.0,BANK OF AMERICA NATL ASSOC,0
2005,50000.0,WA,Urban,0.5,56,13,25000.0,CAPITAL ONE NATL ASSOC,1
2005,25000.0,VA,Rural,0.5,23,4,12500.0,CAPITAL ONE NATL ASSOC,1
2005,23460.0,TX,Urban,0.5,32,1,8500.0,BANK OF AMERICA NATL ASSOC,1
2005,50000.0,PA,Urban,0.5,42,1,25000.0,CAPITAL ONE NATL ASSOC,0
2007,35000.0,AR,Urban,0.5,56,2,17500.0,CAPITAL ONE NATL ASSOC,0
2005,56885.0,CT,Urban,0.5,44,6,7500.0,FAIRFIELD COUNTY BANK,1
2008,440000.0,CO,Urban,0.75,44,2,330000.0,VECTRA BK COLORADO NATL ASSOC,1
2007,20000.0,MD,Urban,0.85,54,1,17000.0,BBCN BANK,1
2005,70369.0,WI,Rural,0.5,44,1,10000.0,"M&I, A BRANCH OF",0
2006,25000.0,CA,Urban,0.5,44,7,12500.0,SUNWEST BANK,1
2008,250000.0,NC,Rural,0.5,81,17,125000.0,BRANCH BK. & TR CO,1
2002,14772.0,CO,Urban,0.5,23,1,7500.0,U.S. BANK NATIONAL ASSOCIATION,0
2007,14000.0,NY,Urban,0.5,81,1,7000.0,CITIZENS BANK NATL ASSOC,1
2008,50000.0,NY,Urban,0.5,48,1,25000.0,BANK OF AMERICA NATL ASSOC,0
2007,25000.0,NY,Urban,0.5,56,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2001,50000.0,OH,Urban,0.5,44,5,25000.0,FIFTH THIRD BANK,1
2007,35000.0,CA,Urban,0.5,54,1,17500.0,BANK OF AMERICA NATL ASSOC,0
2009,15000.0,MA,Urban,0.9,56,15,13500.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2003,154000.0,WI,Urban,0.5,51,2,75000.0,PARK BANK,1
2006,77895.0,WA,Rural,0.5,62,4,25000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2004,125085.0,CA,Urban,0.5,32,12,50000.0,BANK OF AMERICA NATL ASSOC,1
2004,25200.0,MS,Rural,0.5,42,5,12600.0,TRUSTMARK NATIONAL BANK,1
2008,14841.0,CA,Urban,0.5,33,27,5000.0,U.S. BANK NATIONAL ASSOCIATION,0
2008,60000.0,NH,Urban,0.5,23,3,30000.0,CITIZENS BANK NATL ASSOC,1
2006,10000.0,NC,Urban,0.5,45,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2004,47947.0,CA,Urban,0.5,31,5,15000.0,BANK OF AMERICA NATL ASSOC,1
2007,20000.0,OH,Rural,0.85,54,1,17000.0,BBCN BANK,0
